'The Doctor' Romanov | Sabre,$4.59,$4.79
Souvenir FAMAS | Colony (Field-Tested),$3.45,$3.60
Souvenir FAMAS | Colony (Minimal Wear),$9.68,$10.12
Souvenir FAMAS | Colony (Well-Worn),$5.50,$5.75
Souvenir FAMAS | Cyanospatter (Battle-Scarred),$16.87,$17.63
Souvenir FAMAS | Cyanospatter (Field-Tested),$10.30,$10.76
Souvenir FAMAS | Cyanospatter (Minimal Wear),$28.69,$29.99
Souvenir FAMAS | Cyanospatter (Well-Worn),$30.61,$32.00
Souvenir FAMAS | Styx (Battle-Scarred),$8.40,$8.78
Souvenir FAMAS | Styx (Factory New),$64.18,$67.09
Souvenir FAMAS | Styx (Field-Tested),$8.21,$8.58
Souvenir FAMAS | Styx (Minimal Wear),$18.08,$18.90
Souvenir FAMAS | Styx (Well-Worn),$9.00,$9.40
Souvenir FAMAS | Teardown (Battle-Scarred),$125.54,$131.24
Souvenir FAMAS | Teardown (Factory New),$125.54,$131.24
Souvenir FAMAS | Teardown (Field-Tested),$12.81,$13.39
Souvenir FAMAS | Teardown (Minimal Wear),$30.92,$32.32
Souvenir FAMAS | Teardown (Well-Worn),$33.36,$34.87
Souvenir Five-SeveN | Contractor (Battle-Scarred),$0.20,$0.21
Souvenir Five-SeveN | Contractor (Factory New),$6.14,$6.41
Souvenir Five-SeveN | Contractor (Field-Tested),$0.20,$0.21
Souvenir Five-SeveN | Contractor (Minimal Wear),$0.63,$0.65
Souvenir Five-SeveN | Contractor (Well-Worn),$0.23,$0.24
Souvenir Five-SeveN | Coolant (Battle-Scarred),$0.30,$0.31
Souvenir Five-SeveN | Coolant (Factory New),$1.70,$1.77
Souvenir Five-SeveN | Coolant (Field-Tested),$0.27,$0.28
Souvenir Five-SeveN | Coolant (Minimal Wear),$1.06,$1.10
Souvenir Five-SeveN | Coolant (Well-Worn),$0.36,$0.37
Souvenir Five-SeveN | Forest Night (Battle-Scarred),$0.29,$0.30
Souvenir Five-SeveN | Forest Night (Factory New),$5.58,$5.83
Souvenir Five-SeveN | Forest Night (Field-Tested),$0.20,$0.21
Souvenir Five-SeveN | Forest Night (Minimal Wear),$0.77,$0.80
Souvenir Five-SeveN | Forest Night (Well-Worn),$0.34,$0.35
Souvenir Five-SeveN | Hot Shot (Battle-Scarred),$0.37,$0.38
Souvenir Five-SeveN | Hot Shot (Factory New),$7.98,$8.34
Souvenir Five-SeveN | Hot Shot (Field-Tested),$0.63,$0.65
Souvenir Five-SeveN | Hot Shot (Minimal Wear),$1.69,$1.76
Souvenir Five-SeveN | Hot Shot (Well-Worn),$0.39,$0.40
Souvenir Five-SeveN | Orange Peel (Battle-Scarred),$0.49,$0.51
Souvenir Five-SeveN | Orange Peel (Factory New),$25.13,$26.27
Souvenir Five-SeveN | Orange Peel (Field-Tested),$0.46,$0.48
Souvenir Five-SeveN | Orange Peel (Minimal Wear),$2.44,$2.55
Souvenir Five-SeveN | Orange Peel (Well-Worn),$0.85,$0.88
Souvenir Five-SeveN | Silver Quartz (Factory New),$53.59,$56.02
Souvenir Five-SeveN | Silver Quartz (Field-Tested),$18.16,$18.98
Souvenir Five-SeveN | Silver Quartz (Minimal Wear),$53.81,$56.25
Souvenir G3SG1 | Desert Storm (Battle-Scarred),$0.13,$0.14
Souvenir G3SG1 | Desert Storm (Factory New),$5.50,$5.75
Souvenir G3SG1 | Desert Storm (Field-Tested),$0.12,$0.13
Souvenir G3SG1 | Desert Storm (Minimal Wear),$0.46,$0.48
Souvenir G3SG1 | Desert Storm (Well-Worn),$0.25,$0.26
Souvenir G3SG1 | Jungle Dashed (Battle-Scarred),$2.02,$2.11
Souvenir G3SG1 | Jungle Dashed (Factory New),$1,072.10,$1,120.83
Souvenir G3SG1 | Jungle Dashed (Field-Tested),$1.10,$1.15
Souvenir G3SG1 | Jungle Dashed (Minimal Wear),$2.01,$2.10
Souvenir G3SG1 | Jungle Dashed (Well-Worn),$1.45,$1.51
Souvenir G3SG1 | Polar Camo (Battle-Scarred),$0.24,$0.25
Souvenir G3SG1 | Polar Camo (Factory New),$11.45,$11.97
Souvenir G3SG1 | Polar Camo (Field-Tested),$0.22,$0.23
Souvenir G3SG1 | Polar Camo (Minimal Wear),$1.26,$1.31
Souvenir G3SG1 | Polar Camo (Well-Worn),$0.25,$0.26
Souvenir G3SG1 | Safari Mesh (Battle-Scarred),$0.11,$0.12
Souvenir G3SG1 | Safari Mesh (Factory New),$2.27,$2.37
Souvenir G3SG1 | Safari Mesh (Field-Tested),$0.11,$0.12
Souvenir G3SG1 | Safari Mesh (Minimal Wear),$0.22,$0.23
Souvenir G3SG1 | Safari Mesh (Well-Worn),$0.11,$0.12
Souvenir G3SG1 | VariCamo (Battle-Scarred),$20.95,$21.90
Souvenir G3SG1 | VariCamo (Factory New),$31.39,$32.81
Souvenir G3SG1 | VariCamo (Field-Tested),$5.77,$6.03
Souvenir G3SG1 | VariCamo (Minimal Wear),$8.69,$9.08
Souvenir G3SG1 | VariCamo (Well-Worn),$19.12,$19.98
Souvenir Galil AR | Cerberus (Battle-Scarred),$9.72,$10.16
Souvenir Galil AR | Cerberus (Factory New),$300.35,$314.00
Souvenir Galil AR | Cerberus (Field-Tested),$20.24,$21.16
Souvenir Galil AR | Cerberus (Minimal Wear),$52.41,$54.79
Souvenir Galil AR | Cerberus (Well-Worn),$11.05,$11.55
Souvenir Galil AR | Cold Fusion (Battle-Scarred),$0.94,$0.98
Souvenir Galil AR | Cold Fusion (Factory New),$15.22,$15.91
Souvenir Galil AR | Cold Fusion (Field-Tested),$2.01,$2.10
Souvenir Galil AR | Cold Fusion (Minimal Wear),$3.39,$3.54
Souvenir Galil AR | Cold Fusion (Well-Worn),$2.65,$2.77
Souvenir Galil AR | Hunting Blind (Battle-Scarred),$0.62,$0.64
Souvenir Galil AR | Hunting Blind (Factory New),$1.58,$1.65
Souvenir Galil AR | Hunting Blind (Field-Tested),$0.52,$0.54
Souvenir Galil AR | Hunting Blind (Minimal Wear),$0.82,$0.85
Souvenir Galil AR | Hunting Blind (Well-Worn),$0.77,$0.80
Souvenir Galil AR | Sage Spray (Battle-Scarred),$3.30,$3.45
Souvenir Galil AR | Sage Spray (Field-Tested),$2.20,$2.30
Souvenir Galil AR | Sage Spray (Minimal Wear),$5.59,$5.84
Souvenir Galil AR | Sage Spray (Well-Worn),$2.18,$2.27
Souvenir Galil AR | VariCamo (Battle-Scarred),$34.19,$35.74
Souvenir Galil AR | VariCamo (Factory New),$35.89,$37.52
Souvenir Galil AR | VariCamo (Field-Tested),$5.36,$5.60
Souvenir Galil AR | VariCamo (Minimal Wear),$13.66,$14.28
Souvenir Galil AR | VariCamo (Well-Worn),$40.41,$42.24
Souvenir Glock-18 | Candy Apple (Factory New),$359.24,$375.56
Souvenir Glock-18 | Candy Apple (Field-Tested),$132.00,$138.00
Souvenir Glock-18 | Candy Apple (Minimal Wear),$201.83,$211.00
Souvenir Glock-18 | Groundwater (Battle-Scarred),$1.87,$1.95
Souvenir Glock-18 | Groundwater (Factory New),$45.87,$47.95
Souvenir Glock-18 | Groundwater (Field-Tested),$2.42,$2.53
Souvenir Glock-18 | Groundwater (Minimal Wear),$5.11,$5.34
Souvenir Glock-18 | Groundwater (Well-Worn),$3.69,$3.85
Souvenir Glock-18 | High Beam (Factory New),$4.77,$4.98
Souvenir Glock-18 | High Beam (Minimal Wear),$12.63,$13.20
Souvenir Glock-18 | Night (Battle-Scarred),$1.32,$1.38
Souvenir Glock-18 | Night (Factory New),$30.03,$31.39
Souvenir Glock-18 | Night (Field-Tested),$1.04,$1.08
Souvenir Glock-18 | Night (Minimal Wear),$2.67,$2.79
Souvenir Glock-18 | Night (Well-Worn),$1.58,$1.65
Souvenir Glock-18 | Nuclear Garden (Battle-Scarred),$29.66,$31.00
Souvenir Glock-18 | Nuclear Garden (Factory New),$199.71,$208.78
Souvenir Glock-18 | Nuclear Garden (Field-Tested),$42.08,$43.99
Souvenir Glock-18 | Nuclear Garden (Minimal Wear),$236.80,$247.56
Souvenir Glock-18 | Nuclear Garden (Well-Worn),$67.52,$70.58
Souvenir Glock-18 | Reactor (Battle-Scarred),$8.70,$9.09
Souvenir Glock-18 | Reactor (Factory New),$118.99,$124.39
Souvenir Glock-18 | Reactor (Field-Tested),$17.05,$17.82
Souvenir Glock-18 | Reactor (Minimal Wear),$25.30,$26.45
Souvenir Glock-18 | Reactor (Well-Worn),$9.36,$9.78
Souvenir M249 | Contrast Spray (Battle-Scarred),$0.09,$0.10
Souvenir M249 | Contrast Spray (Factory New),$1.48,$1.54
Souvenir M249 | Contrast Spray (Field-Tested),$0.10,$0.11
Souvenir M249 | Contrast Spray (Minimal Wear),$0.14,$0.15
Souvenir M249 | Contrast Spray (Well-Worn),$0.11,$0.12
Souvenir M249 | Gator Mesh (Battle-Scarred),$10.63,$11.11
Souvenir M249 | Gator Mesh (Factory New),$62.18,$65.00
Souvenir M249 | Gator Mesh (Field-Tested),$4.16,$4.34
Souvenir M249 | Gator Mesh (Minimal Wear),$8.26,$8.63
Souvenir M249 | Gator Mesh (Well-Worn),$26.63,$27.84
Souvenir M4A1-S | Boreal Forest (Battle-Scarred),$38.50,$40.25
Souvenir M4A1-S | Boreal Forest (Field-Tested),$18.65,$19.49
Souvenir M4A1-S | Boreal Forest (Minimal Wear),$66.00,$69.00
Souvenir M4A1-S | Boreal Forest (Well-Worn),$42.19,$44.10
Souvenir M4A1-S | Control Panel (Battle-Scarred),$76.31,$79.77
Souvenir M4A1-S | Control Panel (Factory New),$1,497.79,$1,565.87
Souvenir M4A1-S | Control Panel (Field-Tested),$94.69,$98.99
Souvenir M4A1-S | Control Panel (Minimal Wear),$219.05,$229.00
Souvenir M4A1-S | Control Panel (Well-Worn),$54.53,$57.00
Souvenir M4A1-S | Knight (Factory New),$1,024.08,$1,070.62
Souvenir M4A1-S | Master Piece (Battle-Scarred),$49.11,$51.34
Souvenir M4A1-S | Master Piece (Factory New),$1,147.83,$1,200.00
Souvenir M4A1-S | Master Piece (Field-Tested),$78.51,$82.07
Souvenir M4A1-S | Master Piece (Minimal Wear),$142.76,$149.24
Souvenir M4A1-S | Master Piece (Well-Worn),$57.89,$60.52
Souvenir M4A1-S | Nitro (Field-Tested),$122.74,$128.31
Souvenir M4A1-S | Nitro (Minimal Wear),$1,497.79,$1,565.87
Souvenir M4A1-S | VariCamo (Battle-Scarred),$7.56,$7.90
Souvenir M4A1-S | VariCamo (Factory New),$21.82,$22.81
Souvenir M4A1-S | VariCamo (Field-Tested),$6.55,$6.84
Souvenir M4A1-S | VariCamo (Minimal Wear),$9.92,$10.37
Souvenir M4A1-S | VariCamo (Well-Worn),$9.35,$9.77
Souvenir M4A4 | Converter (Factory New),$20.32,$21.24
Souvenir M4A4 | Converter (Field-Tested),$7.51,$7.85
Souvenir M4A4 | Converter (Minimal Wear),$11.30,$11.81
Souvenir M4A4 | Converter (Well-Worn),$14.83,$15.50
Souvenir M4A4 | Mainframe (Battle-Scarred),$4.05,$4.23
Souvenir M4A4 | Mainframe (Factory New),$6.77,$7.07
Souvenir M4A4 | Mainframe (Field-Tested),$3.49,$3.64
Souvenir M4A4 | Mainframe (Minimal Wear),$5.01,$5.23
Souvenir M4A4 | Mainframe (Well-Worn),$4.63,$4.84
Souvenir M4A4 | Radiation Hazard (Battle-Scarred),$19.08,$19.94
Souvenir M4A4 | Radiation Hazard (Field-Tested),$49.13,$51.36
Souvenir M4A4 | Radiation Hazard (Minimal Wear),$98.25,$102.71
Souvenir M4A4 | Radiation Hazard (Well-Worn),$32.34,$33.81
Souvenir M4A4 | Tornado (Battle-Scarred),$4.49,$4.69
Souvenir M4A4 | Tornado (Factory New),$61.24,$64.02
Souvenir M4A4 | Tornado (Field-Tested),$4.24,$4.43
Souvenir M4A4 | Tornado (Minimal Wear),$12.04,$12.58
Souvenir M4A4 | Tornado (Well-Worn),$5.83,$6.09
Souvenir M4A4 | Urban DDPAT (Battle-Scarred),$4.67,$4.88
Souvenir M4A4 | Urban DDPAT (Factory New),$78.08,$81.62
Souvenir M4A4 | Urban DDPAT (Field-Tested),$5.29,$5.53
Souvenir M4A4 | Urban DDPAT (Minimal Wear),$12.44,$13.00
Souvenir M4A4 | Urban DDPAT (Well-Worn),$7.65,$7.99
Souvenir MAC-10 | Amber Fade (Factory New),$12.81,$13.39
Souvenir MAC-10 | Amber Fade (Field-Tested),$6.09,$6.36
Souvenir MAC-10 | Amber Fade (Minimal Wear),$7.94,$8.30
Souvenir MAC-10 | Amber Fade (Well-Worn),$5.33,$5.57
Souvenir MAC-10 | Calf Skin (Battle-Scarred),$0.57,$0.59
Souvenir MAC-10 | Calf Skin (Factory New),$7.38,$7.71
Souvenir MAC-10 | Calf Skin (Field-Tested),$1.07,$1.11
Souvenir MAC-10 | Calf Skin (Minimal Wear),$3.14,$3.28
Souvenir MAC-10 | Calf Skin (Well-Worn),$0.84,$0.87
Souvenir MAC-10 | Candy Apple (Factory New),$6.57,$6.86
Souvenir MAC-10 | Candy Apple (Field-Tested),$3.57,$3.73
Souvenir MAC-10 | Candy Apple (Minimal Wear),$3.94,$4.11
Souvenir MAC-10 | Indigo (Battle-Scarred),$0.82,$0.85
Souvenir MAC-10 | Indigo (Factory New),$13.37,$13.97
Souvenir MAC-10 | Indigo (Field-Tested),$0.96,$1.00
Souvenir MAC-10 | Indigo (Minimal Wear),$2.54,$2.65
Souvenir MAC-10 | Indigo (Well-Worn),$3.28,$3.42
Souvenir MAC-10 | Nuclear Garden (Battle-Scarred),$2.71,$2.83
Souvenir MAC-10 | Nuclear Garden (Factory New),$23.92,$25.00
Souvenir MAC-10 | Nuclear Garden (Field-Tested),$5.39,$5.63
Souvenir MAC-10 | Nuclear Garden (Minimal Wear),$8.45,$8.83
Souvenir MAC-10 | Nuclear Garden (Well-Worn),$6.27,$6.55
Souvenir MAC-10 | Palm (Battle-Scarred),$0.48,$0.50
Souvenir MAC-10 | Palm (Factory New),$15.07,$15.75
Souvenir MAC-10 | Palm (Field-Tested),$0.69,$0.72
Souvenir MAC-10 | Palm (Minimal Wear),$1.69,$1.76
Souvenir MAC-10 | Palm (Well-Worn),$0.82,$0.85
Souvenir MAC-10 | Urban DDPAT (Battle-Scarred),$0.13,$0.14
Souvenir MAC-10 | Urban DDPAT (Factory New),$5.02,$5.24
Souvenir MAC-10 | Urban DDPAT (Field-Tested),$0.14,$0.15
Souvenir MAC-10 | Urban DDPAT (Minimal Wear),$0.49,$0.51
Souvenir MAC-10 | Urban DDPAT (Well-Worn),$0.20,$0.21
Souvenir MAG-7 | Bulldozer (Battle-Scarred),$3.77,$3.94
Souvenir MAG-7 | Bulldozer (Factory New),$217.25,$227.12
Souvenir MAG-7 | Bulldozer (Field-Tested),$4.64,$4.85
Souvenir MAG-7 | Bulldozer (Minimal Wear),$26.59,$27.79
Souvenir MAG-7 | Bulldozer (Well-Worn),$6.45,$6.74
Souvenir MAG-7 | Core Breach (Battle-Scarred),$6.66,$6.96
Souvenir MAG-7 | Core Breach (Field-Tested),$3.83,$4.00
Souvenir MAG-7 | Core Breach (Minimal Wear),$18.70,$19.55
Souvenir MAG-7 | Core Breach (Well-Worn),$3.31,$3.46
Souvenir MAG-7 | Irradiated Alert (Battle-Scarred),$0.25,$0.26
Souvenir MAG-7 | Irradiated Alert (Factory New),$7.66,$8.00
Souvenir MAG-7 | Irradiated Alert (Field-Tested),$0.28,$0.29
Souvenir MAG-7 | Irradiated Alert (Minimal Wear),$1.32,$1.38
Souvenir MAG-7 | Irradiated Alert (Well-Worn),$0.67,$0.70
Souvenir MAG-7 | Metallic DDPAT (Factory New),$2.71,$2.83
Souvenir MAG-7 | Metallic DDPAT (Minimal Wear),$2.65,$2.77
Souvenir MAG-7 | Rust Coat (Battle-Scarred),$0.24,$0.25
Souvenir MAG-7 | Rust Coat (Factory New),$1.00,$1.04
Souvenir MAG-7 | Rust Coat (Field-Tested),$0.09,$0.10
Souvenir MAG-7 | Rust Coat (Minimal Wear),$0.14,$0.15
Souvenir MAG-7 | Rust Coat (Well-Worn),$0.11,$0.12
Souvenir MAG-7 | Sand Dune (Battle-Scarred),$0.13,$0.14
Souvenir MAG-7 | Sand Dune (Factory New),$3.35,$3.50
Souvenir MAG-7 | Sand Dune (Field-Tested),$0.12,$0.13
Souvenir MAG-7 | Sand Dune (Minimal Wear),$0.39,$0.40
Souvenir MAG-7 | Sand Dune (Well-Worn),$0.13,$0.14
Souvenir MAG-7 | Silver (Factory New),$6.62,$6.92
Souvenir MAG-7 | Silver (Minimal Wear),$6.89,$7.20
Souvenir MAG-7 | Storm (Battle-Scarred),$0.09,$0.10
Souvenir MAG-7 | Storm (Factory New),$1.59,$1.66
Souvenir MAG-7 | Storm (Field-Tested),$0.09,$0.10
Souvenir MAG-7 | Storm (Minimal Wear),$0.20,$0.21
Souvenir MAG-7 | Storm (Well-Worn),$0.10,$0.11
Souvenir MP5-SD | Co-Processor (Battle-Scarred),$6.28,$6.56
Souvenir MP5-SD | Co-Processor (Factory New),$11.97,$12.51
Souvenir MP5-SD | Co-Processor (Field-Tested),$3.58,$3.74
Souvenir MP5-SD | Co-Processor (Minimal Wear),$6.55,$6.84
Souvenir MP5-SD | Co-Processor (Well-Worn),$4.92,$5.14
Souvenir MP5-SD | Dirt Drop (Battle-Scarred),$0.11,$0.12
Souvenir MP5-SD | Dirt Drop (Factory New),$3.21,$3.35
Souvenir MP5-SD | Dirt Drop (Field-Tested),$0.11,$0.12
Souvenir MP5-SD | Dirt Drop (Minimal Wear),$0.18,$0.19
Souvenir MP5-SD | Dirt Drop (Well-Worn),$0.14,$0.15
Souvenir MP5-SD | Lab Rats (Factory New),$0.25,$0.26
Souvenir MP5-SD | Lab Rats (Field-Tested),$0.15,$0.16
Souvenir MP5-SD | Lab Rats (Minimal Wear),$0.16,$0.17
Souvenir MP7 | Anodized Navy (Factory New),$33.00,$34.50
Souvenir MP7 | Army Recon (Battle-Scarred),$0.96,$1.00
Souvenir MP7 | Army Recon (Field-Tested),$1.45,$1.51
Souvenir MP7 | Army Recon (Minimal Wear),$5.02,$5.24
Souvenir MP7 | Army Recon (Well-Worn),$2.27,$2.37
Souvenir MP7 | Fade (Factory New),$62.77,$65.62
Souvenir MP7 | Fade (Field-Tested),$17.11,$17.88
Souvenir MP7 | Fade (Minimal Wear),$25.81,$26.98
Souvenir MP7 | Gunsmoke (Battle-Scarred),$0.31,$0.32
Souvenir MP7 | Gunsmoke (Factory New),$9.82,$10.26
Souvenir MP7 | Gunsmoke (Field-Tested),$0.31,$0.32
Souvenir MP7 | Gunsmoke (Minimal Wear),$1.26,$1.31
Souvenir MP7 | Gunsmoke (Well-Worn),$0.41,$0.42
Souvenir MP7 | Motherboard (Battle-Scarred),$0.64,$0.66
Souvenir MP7 | Motherboard (Factory New),$2.05,$2.14
Souvenir MP7 | Motherboard (Field-Tested),$0.59,$0.61
Souvenir MP7 | Motherboard (Minimal Wear),$1.65,$1.72
Souvenir MP7 | Motherboard (Well-Worn),$1.27,$1.32
Souvenir MP7 | Orange Peel (Battle-Scarred),$0.42,$0.43
Souvenir MP7 | Orange Peel (Factory New),$36.96,$38.64
Souvenir MP7 | Orange Peel (Field-Tested),$0.46,$0.48
Souvenir MP7 | Orange Peel (Minimal Wear),$1.33,$1.39
Souvenir MP7 | Orange Peel (Well-Worn),$0.82,$0.85
Souvenir MP9 | Dark Age (Factory New),$10.92,$11.41
Souvenir MP9 | Dark Age (Field-Tested),$7.86,$8.21
Souvenir MP9 | Dark Age (Minimal Wear),$7.43,$7.76
Souvenir MP9 | Hot Rod (Factory New),$32.38,$33.85
Souvenir MP9 | Hot Rod (Minimal Wear),$27.40,$28.64
Souvenir MP9 | Orange Peel (Battle-Scarred),$9.86,$10.30
Souvenir MP9 | Orange Peel (Field-Tested),$9.98,$10.43
Souvenir MP9 | Orange Peel (Minimal Wear),$16.32,$17.06
Souvenir MP9 | Orange Peel (Well-Worn),$43.68,$45.66
Souvenir MP9 | Sand Dashed (Battle-Scarred),$0.26,$0.27
Souvenir MP9 | Sand Dashed (Factory New),$3.53,$3.69
Souvenir MP9 | Sand Dashed (Field-Tested),$0.13,$0.14
Souvenir MP9 | Sand Dashed (Minimal Wear),$0.56,$0.58
Souvenir MP9 | Sand Dashed (Well-Worn),$0.28,$0.29
Souvenir MP9 | Setting Sun (Battle-Scarred),$2.56,$2.67
Souvenir MP9 | Setting Sun (Factory New),$87.34,$91.31
Souvenir MP9 | Setting Sun (Field-Tested),$5.74,$6.00
Souvenir MP9 | Setting Sun (Minimal Wear),$9.83,$10.27
Souvenir MP9 | Setting Sun (Well-Worn),$3.26,$3.40
Souvenir MP9 | Slide (Battle-Scarred),$0.12,$0.13
Souvenir MP9 | Slide (Factory New),$2.53,$2.64
Souvenir MP9 | Slide (Field-Tested),$0.13,$0.14
Souvenir MP9 | Slide (Minimal Wear),$0.36,$0.37
Souvenir MP9 | Slide (Well-Worn),$0.15,$0.16
Souvenir MP9 | Storm (Battle-Scarred),$0.13,$0.14
Souvenir MP9 | Storm (Factory New),$4.64,$4.85
Souvenir MP9 | Storm (Field-Tested),$0.13,$0.14
Souvenir MP9 | Storm (Minimal Wear),$0.57,$0.59
Souvenir MP9 | Storm (Well-Worn),$0.17,$0.18
Souvenir Negev | Bulkhead (Battle-Scarred),$3.26,$3.40
Souvenir Negev | Bulkhead (Factory New),$6.63,$6.93
Souvenir Negev | Bulkhead (Field-Tested),$1.40,$1.46
Souvenir Negev | Bulkhead (Minimal Wear),$3.27,$3.41
Souvenir Negev | Bulkhead (Well-Worn),$2.18,$2.27
Souvenir Negev | CaliCamo (Battle-Scarred),$0.72,$0.75
Souvenir Negev | CaliCamo (Factory New),$2.62,$2.73
Souvenir Negev | CaliCamo (Field-Tested),$0.81,$0.84
Souvenir Negev | CaliCamo (Minimal Wear),$1.21,$1.26
Souvenir Negev | CaliCamo (Well-Worn),$0.81,$0.84
Souvenir Negev | Nuclear Waste (Factory New),$2.10,$2.19
Souvenir Negev | Nuclear Waste (Field-Tested),$0.85,$0.88
Souvenir Negev | Nuclear Waste (Minimal Wear),$1.16,$1.21
Souvenir Negev | Nuclear Waste (Well-Worn),$1.93,$2.01
Souvenir Nova | Candy Apple (Factory New),$191.31,$200.00
Souvenir Nova | Candy Apple (Field-Tested),$14.72,$15.38
Souvenir Nova | Candy Apple (Minimal Wear),$22.19,$23.19
Souvenir Nova | Green Apple (Factory New),$2.06,$2.15
Souvenir Nova | Green Apple (Field-Tested),$0.86,$0.89
Souvenir Nova | Green Apple (Minimal Wear),$1.03,$1.07
Souvenir Nova | Mandrel (Battle-Scarred),$0.27,$0.28
Souvenir Nova | Mandrel (Factory New),$0.55,$0.57
Souvenir Nova | Mandrel (Field-Tested),$0.10,$0.11
Souvenir Nova | Mandrel (Minimal Wear),$0.20,$0.21
Souvenir Nova | Mandrel (Well-Worn),$0.23,$0.24
Souvenir Nova | Polar Mesh (Battle-Scarred),$0.19,$0.20
Souvenir Nova | Polar Mesh (Factory New),$3.67,$3.83
Souvenir Nova | Polar Mesh (Field-Tested),$0.10,$0.11
Souvenir Nova | Polar Mesh (Minimal Wear),$0.44,$0.46
Souvenir Nova | Polar Mesh (Well-Worn),$0.23,$0.24
Souvenir Nova | Predator (Battle-Scarred),$0.14,$0.15
Souvenir Nova | Predator (Factory New),$3.31,$3.46
Souvenir Nova | Predator (Field-Tested),$0.10,$0.11
Souvenir Nova | Predator (Minimal Wear),$0.33,$0.34
Souvenir Nova | Predator (Well-Worn),$0.15,$0.16
Souvenir Nova | Sand Dune (Battle-Scarred),$3.72,$3.88
Souvenir Nova | Sand Dune (Factory New),$125.54,$131.24
Souvenir Nova | Sand Dune (Field-Tested),$0.91,$0.95
Souvenir Nova | Sand Dune (Minimal Wear),$4.56,$4.76
Souvenir Nova | Sand Dune (Well-Worn),$2.67,$2.79
Souvenir Nova | Walnut (Battle-Scarred),$0.24,$0.25
Souvenir Nova | Walnut (Factory New),$5.95,$6.22
Souvenir Nova | Walnut (Field-Tested),$0.25,$0.26
Souvenir Nova | Walnut (Minimal Wear),$0.67,$0.70
Souvenir Nova | Walnut (Well-Worn),$0.29,$0.30
Souvenir P2000 | Amber Fade (Factory New),$18.55,$19.39
Souvenir P2000 | Amber Fade (Field-Tested),$4.47,$4.67
Souvenir P2000 | Amber Fade (Minimal Wear),$8.07,$8.43
Souvenir P2000 | Amber Fade (Well-Worn),$7.66,$8.00
Souvenir P2000 | Chainmail (Factory New),$7.00,$7.31
Souvenir P2000 | Chainmail (Field-Tested),$4.57,$4.77
Souvenir P2000 | Chainmail (Minimal Wear),$5.59,$5.84
Souvenir P2000 | Granite Marbleized (Battle-Scarred),$10.60,$11.08
Souvenir P2000 | Granite Marbleized (Field-Tested),$6.47,$6.76
Souvenir P2000 | Granite Marbleized (Minimal Wear),$18.56,$19.40
Souvenir P2000 | Granite Marbleized (Well-Worn),$11.68,$12.21
Souvenir P2000 | Grassland (Battle-Scarred),$0.28,$0.29
Souvenir P2000 | Grassland (Factory New),$3.28,$3.42
Souvenir P2000 | Grassland (Field-Tested),$0.23,$0.24
Souvenir P2000 | Grassland (Minimal Wear),$0.53,$0.55
Souvenir P2000 | Grassland (Well-Worn),$0.31,$0.32
Souvenir P250 | Bone Mask (Battle-Scarred),$0.29,$0.30
Souvenir P250 | Bone Mask (Factory New),$3.72,$3.88
Souvenir P250 | Bone Mask (Field-Tested),$0.28,$0.29
Souvenir P250 | Bone Mask (Minimal Wear),$0.62,$0.64
Souvenir P250 | Bone Mask (Well-Worn),$0.36,$0.37
Souvenir P250 | Boreal Forest (Battle-Scarred),$3.02,$3.15
Souvenir P250 | Boreal Forest (Field-Tested),$3.14,$3.28
Souvenir P250 | Boreal Forest (Minimal Wear),$8.78,$9.17
Souvenir P250 | Boreal Forest (Well-Worn),$3.19,$3.33
Souvenir P250 | Contamination (Battle-Scarred),$0.67,$0.70
Souvenir P250 | Contamination (Factory New),$5.52,$5.77
Souvenir P250 | Contamination (Field-Tested),$0.60,$0.62
Souvenir P250 | Contamination (Minimal Wear),$1.60,$1.67
Souvenir P250 | Contamination (Well-Worn),$1.74,$1.81
Souvenir P250 | Exchanger (Battle-Scarred),$1.73,$1.80
Souvenir P250 | Exchanger (Factory New),$4.00,$4.18
Souvenir P250 | Exchanger (Field-Tested),$1.07,$1.11
Souvenir P250 | Exchanger (Minimal Wear),$3.05,$3.18
Souvenir P250 | Exchanger (Well-Worn),$1.92,$2.00
Souvenir P250 | Facility Draft (Battle-Scarred),$0.46,$0.48
Souvenir P250 | Facility Draft (Factory New),$0.77,$0.80
Souvenir P250 | Facility Draft (Field-Tested),$0.31,$0.32
Souvenir P250 | Facility Draft (Minimal Wear),$0.62,$0.64
Souvenir P250 | Facility Draft (Well-Worn),$0.62,$0.64
Souvenir P250 | Gunsmoke (Battle-Scarred),$0.79,$0.82
Souvenir P250 | Gunsmoke (Factory New),$42.33,$44.25
Souvenir P250 | Gunsmoke (Field-Tested),$1.26,$1.31
Souvenir P250 | Gunsmoke (Minimal Wear),$5.56,$5.81
Souvenir P250 | Gunsmoke (Well-Worn),$1.13,$1.18
Souvenir P250 | Metallic DDPAT (Factory New),$2.97,$3.10
Souvenir P250 | Metallic DDPAT (Minimal Wear),$4.78,$4.99
Souvenir P250 | Nuclear Threat (Battle-Scarred),$18.48,$19.32
Souvenir P250 | Nuclear Threat (Field-Tested),$37.73,$39.44
Souvenir P250 | Nuclear Threat (Minimal Wear),$122.49,$128.05
Souvenir P250 | Nuclear Threat (Well-Worn),$30.23,$31.60
Souvenir P250 | Sand Dune (Battle-Scarred),$0.34,$0.35
Souvenir P250 | Sand Dune (Factory New),$11.97,$12.51
